LeadID,VehicleSoldProbability
11230119,0.1573
10959314,0.1573
11416191,0.1573
11453106,0.1572
10995049,0.1572
11061673,0.1572
11008879,0.1572
10960015,0.1572
10973845,0.1572
11213725,0.1572
11405384,0.1572
11374503,0.1572
10881241,0.1572
11318219,0.1572
11123681,0.1572
10836573,0.1571
10938935,0.1571
11479106,0.1571
10843488,0.1571
10840494,0.1571
11506870,0.1571
11169554,0.1571
11105135,0.1571
11324887,0.1571
10844195,0.1571
11194885,0.1571
11319408,0.157
10932245,0.157
10813853,0.157
10967457,0.157
11268520,0.157
10824675,0.157
11414798,0.157
11222279,0.157
10901675,0.157
11376990,0.157
11156593,0.157
10871845,0.157
10919615,0.157
11419120,0.157
11385558,0.157
10851825,0.1569
10821973,0.1569
11440271,0.1569
11364024,0.1569
11048953,0.1569
11412588,0.1569
11294153,0.1569
10898621,0.1569
10902396,0.1569
10927402,0.1569
11417209,0.1569
10809092,0.1569
11090624,0.1569
11119333,0.1569
11437139,0.1568
11391353,0.1568
11452051,0.1568
11244761,0.1568
11279971,0.1568
11509051,0.1568
10845034,0.1568
11316864,0.1568
11239353,0.1567
11133389,0.1567
10799428,0.1567
11029144,0.1567
11189623,0.1567
11329714,0.1567
11436469,0.1567
11186879,0.1567
10836104,0.1567
11496759,0.1567
10879016,0.1567
11219857,0.1567
11381307,0.1567
10846175,0.1567
11329811,0.1567
11257967,0.1567
11076490,0.1567
11486628,0.1566
11479894,0.1566
11284173,0.1566
10821431,0.1566
10975797,0.1566
11107196,0.1565
10805735,0.1565
10903004,0.1565
11194948,0.1565
10946097,0.1565
11090792,0.1565
10896687,0.1565
10799333,0.1565
10863693,0.1565
11028216,0.1565
10799659,0.1565
11018719,0.1565
11298741,0.1565
11222028,0.1565
11034115,0.1565
11446239,0.1564
11485111,0.1564
11054487,0.1564
10925496,0.1564
11489309,0.1564
10890713,0.1564
10987250,0.1564
10985864,0.1564
10962339,0.1564
11504277,0.1564
11291629,0.1564
11366688,0.1564
10873696,0.1564
11047609,0.1564
11172940,0.1564
11162302,0.1564
11435654,0.1563
11330643,0.1563
10941844,0.1563
11229938,0.1563
11455865,0.1563
11213777,0.1563
11236761,0.1563
11452651,0.1563
11012467,0.1563
11479057,0.1563
11499758,0.1563
10960465,0.1563
11312588,0.1563
10802332,0.1563
10958039,0.1562
10953429,0.1562
11246149,0.1562
10929066,0.1562
10862865,0.1562
11268023,0.1562
10961711,0.1562
10803817,0.1562
10898722,0.1562
11285702,0.1562
11424033,0.1562
11456616,0.1562
11453961,0.1562
11009026,0.1562
11177221,0.1562
11369684,0.1562
11070093,0.1562
11336735,0.1562
11070086,0.1561
10916085,0.1561
11404191,0.1561
10939893,0.1561
10806993,0.1561
11282849,0.1561
11323367,0.1561
11343102,0.1561
10803206,0.1561
10847159,0.1561
11504371,0.1561
11011974,0.1561
11020654,0.1561
10835301,0.1561
11204729,0.1561
11373488,0.1561
11357802,0.1561
11267904,0.156
11006144,0.156
11433973,0.156
11261560,0.156
11280437,0.156
10861148,0.156
11441896,0.156
11321807,0.156
11084478,0.156
11334220,0.156
10792819,0.156
11339379,0.156
11447554,0.1559
11412445,0.1559
11217725,0.1559
11474522,0.1559
11258516,0.1559
11234024,0.1559
10942486,0.1559
11435376,0.1559
10805652,0.1559
10863429,0.1559
11173255,0.1559
11237013,0.1559
10827286,0.1558
11296567,0.1558
11298571,0.1558
11467652,0.1558
11494476,0.1558
11225917,0.1558
10828839,0.1558
11030863,0.1558
11449764,0.1558
11062948,0.1558
11097382,0.1558
11256908,0.1557
11505261,0.1557
11499740,0.1557
10998084,0.1557
10948031,0.1557
11251906,0.1557
11504230,0.1557
11183770,0.1557
11223659,0.1557
11197895,0.1557
10845348,0.1557
11405789,0.1557
11210281,0.1557
11197470,0.1557
11139532,0.1557
11308049,0.1557
11019894,0.1557
11328425,0.1556
10991075,0.1556
10977302,0.1556
11318415,0.1556
10867218,0.1556
11372725,0.1556
11430211,0.1556
11323005,0.1555
11481404,0.1555
10933009,0.1555
10928938,0.1555
11242081,0.1555
10842895,0.1555
11079556,0.1555
10875390,0.1555
10801802,0.1555
10794707,0.1555
11404839,0.1555
10831817,0.1555
11331044,0.1555
10806500,0.1555
10992083,0.1555
11209299,0.1555
10849077,0.1554
11311108,0.1554
10807575,0.1554
11488942,0.1554
11005984,0.1554
11379891,0.1554
10955359,0.1554
10911185,0.1554
11341064,0.1554
10939227,0.1554
11439641,0.1554
10838405,0.1553
10887254,0.1553
11009163,0.1553
11069929,0.1553
11269344,0.1553
11060792,0.1553
11173453,0.1553
10959300,0.1553
11224713,0.1553
11148147,0.1553
11030698,0.1553
11079595,0.1552
11445739,0.1552
11196655,0.1552
10851623,0.1552
11200266,0.1552
11091607,0.1552
11397410,0.1552
11025057,0.1552
10930832,0.1552
11385722,0.1552
10862863,0.1552
10941632,0.1552
10957750,0.1552
11001972,0.1552
11503567,0.1552
11299392,0.1551
10957557,0.1551
10913389,0.1551
11217319,0.1551
11323401,0.1551
10994562,0.1551
11108231,0.1551
11333608,0.1551
10831676,0.1551
10830808,0.1551
11348281,0.1551
11004309,0.1551
11410682,0.155
11073281,0.155
11026404,0.155
11342390,0.155
10920635,0.155
10980842,0.155
11057683,0.155
11401007,0.155
11312763,0.155
11480791,0.155
11409539,0.155
11258074,0.155
11212446,0.1549
10979274,0.1549
10792751,0.1549
11000156,0.1549
11185053,0.1549
11371785,0.1549
10844683,0.1549
11460119,0.1549
11476786,0.1549
11268256,0.1549
11312368,0.1549
11440034,0.1549
11001050,0.1549
10978113,0.1549
11357388,0.1548
10917494,0.1548
11485183,0.1548
10897717,0.1548
10900206,0.1548
11460299,0.1548
11507031,0.1548
10850365,0.1548
11432519,0.1548
11213062,0.1548
11391313,0.1548
11007000,0.1548
11336382,0.1548
11251667,0.1548
10971279,0.1548
11237293,0.1548
10926177,0.1548
11194610,0.1548
10794160,0.1547
11346889,0.1547
11176741,0.1547
11473826,0.1547
11393709,0.1547
11434593,0.1547
10890975,0.1547
11417296,0.1547
11319039,0.1547
10875547,0.1547
11305133,0.1547
11385631,0.1547
10819251,0.1546
11007294,0.1546
11135526,0.1546
11509218,0.1546
11182190,0.1546
11327569,0.1546
11375236,0.1546
11041177,0.1546
11155894,0.1546
11501100,0.1546
11144249,0.1546
11483829,0.1546
10871451,0.1546
11377081,0.1546
10837562,0.1546
10923375,0.1546
11266972,0.1546
10943864,0.1546
10909924,0.1546
10871579,0.1546
11305048,0.1545
10936389,0.1545
11168718,0.1545
11180871,0.1545
11045171,0.1545
10927278,0.1545
11066953,0.1545
10925681,0.1545
10801703,0.1545
11479289,0.1545
11358463,0.1545
11337865,0.1545
11322314,0.1545
11282246,0.1545
10900163,0.1544
11481325,0.1544
11025220,0.1544
10844918,0.1544
10849682,0.1544
11474280,0.1544
10946643,0.1544
11228490,0.1544
10902383,0.1543
11174246,0.1543
10905125,0.1543
10850513,0.1543
11174254,0.1543
11485100,0.1543
11481759,0.1543
11001916,0.1543
10863407,0.1543
11270530,0.1543
11015982,0.1543
10994571,0.1543
11268123,0.1543
11189792,0.1543
11301697,0.1543
10920722,0.1543
11049065,0.1543
10965001,0.1542
11174346,0.1542
10794350,0.1542
10857724,0.1542
11414439,0.1542
11470648,0.1542
10993407,0.1542
10831535,0.1542
10883777,0.1542
11472125,0.1542
11133148,0.1542
11218704,0.1542
10871086,0.1542
11108264,0.1542
11479047,0.1541
11286350,0.1541
11254034,0.1541
10899866,0.1541
10981470,0.1541
10843319,0.1541
10797373,0.1541
11442593,0.1541
11055724,0.1541
10872085,0.1541
10981000,0.154
10934438,0.154
11313376,0.154
11122972,0.154
10960982,0.154
10833101,0.154
11087853,0.154
11177024,0.154
11216798,0.154
11200971,0.154
11246444,0.154
11474487,0.154
11493072,0.154
11041390,0.1539
11398457,0.1539
10848147,0.1539
11018411,0.1539
10902871,0.1539
11277778,0.1539
11268039,0.1539
10802613,0.1539
11460461,0.1539
10823317,0.1539
11009949,0.1539
11018418,0.1539
10809873,0.1539
11425230,0.1539
10837384,0.1539
11194263,0.1539
11494187,0.1539
11055749,0.1539
11270852,0.1539
10796395,0.1539
11226365,0.1539
10910309,0.1539
10986780,0.1538
11500620,0.1538
11261665,0.1538
10985746,0.1538
10966208,0.1538
10980802,0.1538
11002767,0.1538
11193197,0.1538
10798613,0.1538
10873731,0.1538
10956538,0.1537
10973253,0.1537
10891475,0.1537
11435177,0.1537
10979694,0.1537
11118206,0.1537
10831086,0.1537
10956018,0.1537
11383944,0.1537
11041624,0.1537
10950917,0.1537
11233607,0.1537
11397338,0.1537
11164533,0.1537
11018394,0.1537
10842326,0.1537
10890110,0.1537
10994574,0.1537
11221748,0.1536
10896477,0.1536
11185881,0.1536
10978166,0.1536
10830651,0.1536
10871341,0.1536
11124912,0.1536
10861763,0.1536
11373594,0.1536
11443053,0.1536
11449565,0.1536
11136571,0.1536
10950879,0.1536
10921070,0.1536
11265105,0.1535
10940176,0.1535
11441999,0.1535
10910755,0.1535
11253002,0.1535
11037000,0.1535
11290072,0.1535
11450758,0.1535
11025619,0.1535
10927329,0.1535
11142116,0.1535
11342318,0.1535
11488905,0.1535
11025677,0.1534
11425152,0.1534
10815915,0.1534
10801025,0.1534
10829651,0.1534
11337344,0.1534
10841243,0.1534
10981718,0.1534
10978323,0.1534
11154863,0.1534
10931132,0.1534
11438172,0.1534
11310441,0.1534
11483250,0.1534
11020156,0.1533
10977933,0.1533
11198069,0.1533
11172984,0.1533
11306272,0.1533
10961322,0.1533
11502121,0.1533
10916029,0.1533
11198546,0.1533
10957628,0.1533
10863782,0.1533
11461448,0.1532
11146824,0.1532
10926035,0.1532
10800833,0.1532
11313864,0.1532
10854400,0.1532
10844795,0.1531
10801490,0.1531
11212917,0.1531
11158493,0.1531
10960260,0.1531
11206368,0.1531
10809792,0.1531
10866116,0.1531
11075965,0.1531
11437381,0.1531
10997745,0.153
10859321,0.153
11152687,0.153
10857461,0.153
10878833,0.153
11299480,0.153
10815638,0.153
10992707,0.153
11359825,0.153
10928338,0.153
11275390,0.153
10842105,0.153
11101839,0.153
10957184,0.153
11116509,0.1529
10835349,0.1529
11189717,0.1529
11252386,0.1529
10840786,0.1529
11492939,0.1529
11270791,0.1529
11267255,0.1529
10897543,0.1529
10894639,0.1529
11452464,0.1529
11396107,0.1528
11209052,0.1528
11059775,0.1528
11496154,0.1528
10889367,0.1528
11316683,0.1528
11477771,0.1528
10889252,0.1528
11394379,0.1528
10881824,0.1528
11083030,0.1528
10885330,0.1528
11452240,0.1528
11499326,0.1528
11323783,0.1528
11159492,0.1527
11228302,0.1527
10796680,0.1527
11461975,0.1527
10978960,0.1527
11187082,0.1527
11410963,0.1527
11233867,0.1527
11291540,0.1527
11383434,0.1527
11179947,0.1527
10863627,0.1527
11449253,0.1526
10805438,0.1526
11444708,0.1526
10871930,0.1526
10839671,0.1526
11013384,0.1526
11476398,0.1526
11163113,0.1526
11461132,0.1526
11244482,0.1526
11034763,0.1526
10986972,0.1526
10883508,0.1526
10905517,0.1526
11037792,0.1526
10880933,0.1525
11124070,0.1525
10807667,0.1525
11052960,0.1525
10975860,0.1525
11055191,0.1525
11107343,0.1525
11342991,0.1525
11386842,0.1525
11387500,0.1525
11193427,0.1525
11454148,0.1525
11040095,0.1525
11174261,0.1524
11349608,0.1524
11455850,0.1524
11174258,0.1524
11056776,0.1524
11232244,0.1524
11007899,0.1524
11039900,0.1524
11124666,0.1524
11201868,0.1524
11192697,0.1523
11023266,0.1523
11442105,0.1523
11455449,0.1523
11372091,0.1523
10959888,0.1523
10997807,0.1523
11001489,0.1523
11189780,0.1523
11435987,0.1523
10904734,0.1523
10946174,0.1523
10852625,0.1522
11439160,0.1522
10807016,0.1522
11280578,0.1522
11092561,0.1522
10922408,0.1522
11264399,0.1522
10989227,0.1522
11272723,0.1522
10971461,0.1522
11375373,0.1522
11494191,0.1522
11076160,0.1522
11245141,0.1522
11105448,0.1522
11291623,0.1521
11330186,0.1521
10907754,0.1521
10910823,0.1521
11229177,0.1521
10913387,0.1521
11236440,0.1521
11482496,0.1521
11373513,0.1521
10966230,0.1521
11222424,0.1521
10823450,0.1521
11206114,0.1521
11340102,0.1521
10962497,0.1521
11263790,0.1521
10822522,0.1521
11195351,0.1521
11357563,0.1521
10975147,0.152
10933842,0.152
11510086,0.152
10843510,0.152
11342785,0.152
10807303,0.152
11256894,0.152
11278894,0.152
10895579,0.152
11314311,0.152
11264935,0.152
11301753,0.152
11500272,0.152
11181396,0.1519
11425444,0.1519
11022029,0.1519
11447556,0.1519
10936467,0.1519
10925182,0.1519
10848170,0.1519
11178745,0.1519
11461386,0.1519
11433456,0.1519
10917094,0.1519
10796380,0.1519
10921284,0.1519
11090692,0.1519
11311710,0.1519
11191679,0.1519
10847008,0.1519
11138127,0.1519
11392711,0.1519
10941240,0.1519
11007713,0.1519
11173762,0.1519
10928452,0.1519
11244493,0.1518
11442690,0.1518
11377721,0.1518
10980738,0.1518
10868350,0.1518
10853223,0.1518
11317869,0.1518
10918845,0.1518
10918798,0.1518
10979851,0.1518
10878355,0.1518
10884431,0.1517
10955332,0.1517
10939486,0.1517
11221983,0.1517
11175740,0.1517
10867612,0.1517
11353081,0.1517
11483707,0.1517
10893350,0.1517
11241392,0.1517
11290368,0.1517
10997893,0.1516
10887042,0.1516
11490304,0.1516
10878773,0.1516
11230365,0.1516
11294937,0.1516
11443433,0.1516
10867250,0.1516
11362256,0.1516
11464007,0.1516
11493167,0.1516
10811139,0.1516
11449002,0.1516
10868217,0.1516
11342489,0.1516
11007780,0.1516
11068193,0.1515
11508417,0.1515
11078846,0.1515
10863363,0.1515
10974939,0.1515
11252417,0.1515
10963244,0.1515
10973990,0.1515
11372421,0.1515
10798174,0.1515
10985261,0.1515
10878899,0.1514
11486200,0.1514
11181223,0.1514
11089466,0.1514
11139991,0.1514
10866383,0.1514
11318347,0.1514
10902541,0.1514
11045618,0.1514
11279139,0.1514
10819197,0.1514
10997106,0.1513
11194461,0.1513
10862089,0.1513
11210377,0.1513
11005658,0.1513
11473400,0.1513
11308004,0.1513
11227441,0.1513
11132871,0.1513
10842760,0.1513
10943607,0.1513
11038414,0.1513
10967405,0.1512
11235746,0.1512
10859894,0.1512
11175757,0.1512
11327406,0.1512
11285808,0.1512
11025867,0.1512
10802242,0.1512
10965165,0.1512
11431052,0.1512
11018501,0.1512
11029931,0.1512
11426414,0.1512
11302494,0.1512
11426702,0.1512
11313314,0.1512
11029710,0.1512
10916449,0.1512
11144411,0.1512
11484259,0.1511
11405449,0.1511
10854844,0.1511
11445157,0.1511
11344858,0.1511
11348149,0.1511
10835568,0.1511
11500432,0.1511
10836050,0.1511
11011925,0.1511
11510449,0.151
10903540,0.151
10996255,0.151
11308078,0.151
11469892,0.151
11028614,0.151
11152686,0.151
10986887,0.151
10864483,0.151
10965139,0.151
11348999,0.151
10912121,0.151
11142743,0.151
11506506,0.151
11003091,0.1509
11325159,0.1509
11470316,0.1509
11264659,0.1509
11481955,0.1509
10873367,0.1509
10800218,0.1509
10956927,0.1509
11209435,0.1509
10991407,0.1509
10896283,0.1509
11464122,0.1508
11167298,0.1508
11496843,0.1508
11036262,0.1508
11423973,0.1508
10871592,0.1508
11305730,0.1508
11036261,0.1508
11478530,0.1508
11370031,0.1508
10955744,0.1508
11175694,0.1508
11471794,0.1508
10872240,0.1508
11316179,0.1508
11278909,0.1508
11508757,0.1507
10971848,0.1507
11229269,0.1507
11454935,0.1507
10919281,0.1507
11083452,0.1507
11315619,0.1507
10842906,0.1507
10984095,0.1507
11013031,0.1507
11467205,0.1507
11048275,0.1507
11438648,0.1507
11179554,0.1507
11470172,0.1507
10912053,0.1507
11036115,0.1507
11307064,0.1507
11282056,0.1507
10929234,0.1506
10995276,0.1506
11050214,0.1506
11438688,0.1506
11426165,0.1506
10887726,0.1506
11350953,0.1506
11117115,0.1506
11412342,0.1506
11035039,0.1506
11340533,0.1506
11450195,0.1506
11326137,0.1506
11047351,0.1506
11162612,0.1506
11095650,0.1506
10860390,0.1506
11372132,0.1506
11001331,0.1506
11179647,0.1505
11276047,0.1505
10830965,0.1505
11487732,0.1505
11321679,0.1505
10842289,0.1505
11206065,0.1505
10830343,0.1505
11086512,0.1505
11463427,0.1505
11365423,0.1505
11214712,0.1505
11034597,0.1505
11197072,0.1505
10969917,0.1505
10930726,0.1505
11306947,0.1505
11073825,0.1505
11280760,0.1505
10862778,0.1504
11361848,0.1504
11153399,0.1504
11509979,0.1504
10871093,0.1504
11224158,0.1504
11202184,0.1504
11194945,0.1503
10874213,0.1503
11208581,0.1503
10918678,0.1503
10862052,0.1503
11286460,0.1503
11247146,0.1503
11195287,0.1503
10887710,0.1502
10837731,0.1502
11228476,0.1502
11405591,0.1502
10805495,0.1502
11234305,0.1502
11299348,0.1502
11171154,0.1502
11034637,0.1502
11005386,0.1502
11482295,0.1501
10962006,0.1501
11469590,0.1501
11404978,0.1501
11298060,0.1501
11442276,0.1501
11230132,0.1501
11509675,0.1501
11403294,0.1501
11423231,0.15
10967219,0.15
10962371,0.15
11358835,0.15
11155170,0.15
10952536,0.15
11048112,0.15
10977028,0.15
11448968,0.15
11252721,0.15
11123528,0.15
11115992,0.15
10972760,0.1499
11395083,0.1499
10926136,0.1499
10985966,0.1499
10996842,0.1499
11203206,0.1499
10950968,0.1499
11504428,0.1499
10882893,0.1499
10828808,0.1499
11331300,0.1499
10867657,0.1499
10847601,0.1499
11010757,0.1499
11509108,0.1499
10903889,0.1498
11288564,0.1498
11257882,0.1498
10974035,0.1498
10854885,0.1498
10910575,0.1498
11311526,0.1498
11344071,0.1498
11297725,0.1498
10816134,0.1498
11342056,0.1498
11266388,0.1498
10852756,0.1498
11493443,0.1498
10874436,0.1497
11469256,0.1497
11216980,0.1497
11284466,0.1497
11393554,0.1497
11116019,0.1497
11293563,0.1497
10925528,0.1497
10853139,0.1497
11000168,0.1497
11251728,0.1497
10999315,0.1497
11448050,0.1497
11498951,0.1497
10910434,0.1497
11029258,0.1497
10960268,0.1497
11040689,0.1497
11216679,0.1496
11450352,0.1496
10822884,0.1496
11378816,0.1496
11006702,0.1496
10910345,0.1496
11182966,0.1496
11271584,0.1496
11490620,0.1496
10905653,0.1496
11000010,0.1496
10947157,0.1496
10827429,0.1496
10828843,0.1496
10799571,0.1495
10903176,0.1495
11342467,0.1495
10908096,0.1495
10986766,0.1495
11433164,0.1495
11421467,0.1495
11441373,0.1495
10942698,0.1495
10945362,0.1495
11484007,0.1495
11002247,0.1495
11494305,0.1494
11163542,0.1494
10889353,0.1494
10805500,0.1494
11281910,0.1494
11041059,0.1494
10998655,0.1494
11263326,0.1494
11190902,0.1494
11044917,0.1494
11233903,0.1494
11375745,0.1494
11481211,0.1494
11426668,0.1494
11468891,0.1494
10806236,0.1494
11205700,0.1494
10980038,0.1494
10963072,0.1493
10977449,0.1493
11204100,0.1493
11491199,0.1493
11191291,0.1493
10892946,0.1493
10929170,0.1493
11038093,0.1493
11213948,0.1493
11361634,0.1493
10927507,0.1493
10885521,0.1493
10968230,0.1493
11340506,0.1493
11074849,0.1493
11476587,0.1493
11498950,0.1493
11089251,0.1492
10921770,0.1492
10976860,0.1492
11409114,0.1492
11259795,0.1492
11227727,0.1492
11469106,0.1492
10845518,0.1491
10921971,0.1491
10898868,0.1491
11013449,0.1491
10821159,0.1491
11460308,0.1491
10931096,0.1491
11421482,0.149
11047945,0.149
11186003,0.149
11348885,0.149
10830253,0.149
11358079,0.149
11016500,0.149
11208984,0.149
11442283,0.149
11266626,0.149
10881346,0.149
11447339,0.149
11180925,0.149
11413748,0.149
11037795,0.149
11108272,0.149
10843161,0.149
11420188,0.149
11408285,0.149
11383394,0.1489
10795584,0.1489
11499022,0.1489
10980523,0.1489
11030150,0.1489
11222470,0.1489
11193920,0.1489
11315483,0.1489
10795588,0.1489
10795580,0.1489
11135205,0.1489
11467819,0.1489
11460792,0.1489
11245796,0.1489
10981288,0.1489
10885754,0.1488
10846645,0.1488
10954750,0.1488
10941372,0.1488
11406816,0.1488
10834385,0.1488
11466158,0.1488
11047840,0.1488
11125079,0.1488
10795906,0.1488
11460028,0.1488
11159066,0.1488
11276868,0.1488
10899826,0.1488
11387075,0.1488
11464739,0.1488
11364433,0.1488
11266376,0.1488
11013913,0.1488
11217352,0.1487
11445105,0.1487
11274475,0.1487
11260176,0.1487
10965639,0.1487
11018413,0.1487
11305535,0.1487
10904503,0.1487
11125985,0.1487
10894829,0.1487
11346538,0.1487
10870738,0.1487
10841482,0.1487
11046055,0.1487
11479634,0.1487
10850270,0.1486
11039074,0.1486
10936057,0.1486
11259765,0.1486
11475454,0.1486
10885558,0.1486
10994493,0.1486
10820786,0.1486
10993320,0.1486
11321246,0.1486
11042056,0.1486
11030844,0.1486
11421563,0.1486
10951367,0.1486
11507848,0.1486
10947864,0.1486
10926920,0.1486
10845418,0.1486
11046866,0.1486
10928563,0.1486
11449620,0.1485
11024173,0.1485
10990280,0.1485
11401717,0.1485
10936626,0.1485
11491158,0.1485
11206678,0.1485
11223090,0.1485
10925355,0.1485
10962004,0.1485
11237256,0.1485
11496373,0.1485
11059333,0.1485
10807111,0.1485
10831308,0.1484
11430185,0.1484
11290682,0.1484
11346727,0.1484
11435901,0.1484
11387875,0.1484
10801472,0.1484
10975829,0.1484
11424939,0.1484
11030771,0.1484
11271863,0.1484
10838262,0.1484
11076070,0.1484
11245555,0.1484
11222183,0.1484
11213272,0.1484
10970903,0.1484
11248526,0.1484
11105491,0.1484
11423032,0.1484
10889971,0.1483
11419890,0.1483
11190131,0.1483
11192655,0.1483
10909038,0.1483
10886045,0.1483
10896726,0.1483
11501192,0.1483
10842781,0.1483
11182051,0.1483
10878157,0.1483
11278499,0.1482
11012462,0.1482
11256371,0.1482
11238857,0.1482
11049694,0.1482
11250970,0.1482
10922067,0.1482
11459653,0.1482
11382504,0.1482
11383242,0.1482
11430823,0.1482
10935644,0.1482
10944931,0.1482
11004142,0.1482
11389984,0.1482
10843148,0.1482
10866733,0.1482
10873272,0.1482
10975798,0.1481
11098832,0.1481
11411741,0.1481
10807139,0.1481
10998039,0.1481
10884978,0.1481
11101676,0.1481
10872939,0.1481
11246398,0.1481
11473161,0.1481
11018466,0.1481
11008233,0.1481
11342537,0.1481
11014720,0.1481
11499226,0.1481
11341482,0.1481
10841913,0.1481
11040825,0.1481
11203050,0.1481
11319426,0.148
11217952,0.148
11018467,0.148
11315960,0.148
11264157,0.148
11248820,0.148
11409243,0.148
11438001,0.148
10805235,0.148
11122359,0.148
11222124,0.148
11388816,0.148
11460123,0.148
11196629,0.148
10923115,0.148
11037553,0.148
10903088,0.148
11021792,0.148
11229941,0.148
10978541,0.148
11371586,0.1479
10838381,0.1479
11115077,0.1479
11165931,0.1479
11497505,0.1479
11379935,0.1479
11037895,0.1479
10980722,0.1479
11112207,0.1479
10850075,0.1479
11420166,0.1479
11342983,0.1479
11429172,0.1478
11372975,0.1478
11253406,0.1478
11400089,0.1478
11404923,0.1478
11271868,0.1478
11399455,0.1478
11193091,0.1478
11010030,0.1478
10981871,0.1478
11004121,0.1478
11469280,0.1478
11379756,0.1478
11262410,0.1478
11293185,0.1478
11256018,0.1478
11253717,0.1478
10805676,0.1478
10950849,0.1477
11218297,0.1477
11401721,0.1477
10864706,0.1477
11049522,0.1477
11324833,0.1477
11262690,0.1477
11041713,0.1477
11018338,0.1477
11345323,0.1477
10807590,0.1477
11018414,0.1477
10886197,0.1477
11254732,0.1476
11224548,0.1476
10843416,0.1476
10938011,0.1476
11227561,0.1476
11084909,0.1476
10956426,0.1476
10957397,0.1476
11366786,0.1476
10926335,0.1476
11188856,0.1476
10848679,0.1476
11286868,0.1476
10821450,0.1476
10993550,0.1476
11175144,0.1476
10929713,0.1475
11262342,0.1475
11185987,0.1475
10862139,0.1475
10927495,0.1475
11143451,0.1475
11323557,0.1475
10972357,0.1475
10999337,0.1475
11429663,0.1475
11343624,0.1475
10831151,0.1475
11498903,0.1475
11218071,0.1475
10966859,0.1475
10847804,0.1475
11232761,0.1475
11475547,0.1475
11342941,0.1474
11220859,0.1474
10933817,0.1474
11375114,0.1474
11295473,0.1474
11496247,0.1474
10888639,0.1474
11276018,0.1473
11213941,0.1473
10952862,0.1473
11399783,0.1473
11087386,0.1473
11172058,0.1473
11012026,0.1473
10982558,0.1473
10895027,0.1473
10863569,0.1473
10908936,0.1473
11397750,0.1472
11256036,0.1472
11295291,0.1472
10936530,0.1472
11012710,0.1472
11398394,0.1472
10932392,0.1472
10951182,0.1472
10852284,0.1472
10860453,0.1472
11183508,0.1472
11433660,0.1472
10920085,0.1472
10887083,0.1472
11411848,0.1472
11036267,0.1472
11037406,0.1472
11402683,0.1472
11231947,0.1472
10944910,0.1472
11487514,0.1472
11502469,0.1471
10974562,0.1471
11254674,0.1471
11178316,0.1471
11294952,0.1471
11250579,0.1471
11448163,0.1471
11499986,0.1471
10924429,0.1471
11282942,0.1471
10954950,0.1471
11442960,0.1471
11135814,0.1471
11391376,0.1471
10852131,0.1471
10846749,0.1471
11142197,0.1471
11441022,0.1471
11237615,0.1471
11139822,0.1471
10894737,0.1471
11332148,0.1471
11042926,0.1471
11267380,0.1471
11145627,0.1471
10821986,0.147
10998376,0.147
11075823,0.147
11404160,0.147
11368041,0.147
11018339,0.147
11239497,0.147
11292047,0.147
11375963,0.147
11421937,0.147
11172081,0.147
11161482,0.147
11218631,0.147
11455488,0.147
10808010,0.147
11160138,0.147
11460529,0.1469
11042095,0.1469
11327324,0.1469
11438801,0.1469
11383709,0.1469
10845877,0.1469
11085297,0.1469
11473818,0.1469
11428920,0.1469
10831559,0.1469
11106774,0.1469
11215769,0.1469
11194439,0.1469
11443281,0.1469
11027575,0.1469
10946071,0.1469
11336482,0.1469
10916300,0.1469
11194929,0.1469
11240510,0.1468
10892236,0.1468
11252591,0.1468
10861987,0.1468
11066590,0.1468
11188080,0.1468
10822226,0.1468
10969413,0.1468
10867240,0.1468
11234828,0.1468
11416785,0.1468
11102835,0.1467
11439932,0.1467
11310463,0.1467
11245577,0.1467
11161929,0.1467
11388592,0.1467
11307040,0.1467
11329613,0.1467
11069077,0.1467
11067465,0.1467
11343720,0.1466
11410768,0.1466
10901091,0.1466
11195376,0.1466
10983466,0.1466
11403062,0.1466
10914954,0.1466
11261535,0.1466
11329308,0.1466
11109957,0.1466
11088044,0.1466
11283101,0.1466
10796743,0.1466
11020180,0.1465
11205610,0.1465
11400677,0.1465
11253326,0.1465
11410819,0.1465
11310816,0.1465
10995532,0.1465
10920981,0.1465
11265475,0.1465
11296694,0.1465
11268772,0.1465
10975774,0.1465
11395996,0.1464
10859438,0.1464
11474489,0.1464
11257056,0.1464
10849348,0.1464
11290290,0.1464
11330034,0.1463
10914273,0.1463
10917833,0.1463
10864557,0.1463
10803863,0.1463
11039820,0.1463
10900665,0.1463
10921508,0.1463
11161081,0.1463
10886955,0.1463
11498312,0.1463
11321236,0.1463
10803429,0.1463
11168439,0.1463
10915716,0.1463
11238078,0.1463
11192372,0.1463
11376291,0.1463
11332897,0.1463
10834401,0.1463
10835969,0.1463
10999284,0.1463
11275521,0.1462
10829104,0.1462
10939716,0.1462
10883095,0.1462
11259344,0.1462
11182127,0.1462
11222018,0.1462
11010154,0.1462
10877119,0.1462
11432211,0.1462
10925503,0.1462
10925553,0.1462
11339111,0.1462
11239865,0.1462
10932673,0.1462
10921167,0.1462
11061442,0.1462
10878534,0.1462
10847756,0.1462
11497319,0.1462
11416226,0.1462
11168657,0.1462
11315096,0.1462
11280289,0.1462
11096797,0.1462
11176816,0.1461
11363726,0.1461
11115783,0.1461
11304281,0.1461
11212249,0.1461
10943300,0.1461
11221972,0.1461
11446158,0.1461
